,citing author name,citing paper title,cited paper title,affiliation,latitude,longitude,county,city,state,country
194,Calin Bira,Close-range indoor transmitter localization using a system of low-cost SDR receivers,Efficient Localization of Multiple Intruders in Shared Spectrum System,University Politehnica of Bucharest,44.439368,26.0506033,,Bucharest,,Romania
195,Calin Bira,Close-range indoor transmitter localization using a system of low-cost SDR receivers,Selection of Sensors for Efficient Transmitter Localization,"Associate Professor, University Politehnica of Bucharest",,,,,,
196,Calin Bira,Close-range indoor transmitter localization using a system of low-cost SDR receivers,Selection of Sensors for Efficient Transmitter Localization,University Politehnica of Bucharest,44.439368,26.0506033,,Bucharest,,Romania
197,Chao Chen, Badclm: Backdoor attack in clinical language models for electronic health records,DeepMTL Pro: Deep Learning Based Multiple Transmitter Localization and Power Estimation,Stony Brook University,40.9090809,-73.1205518,Suffolk County,,New York,United States
198,Charlotte Muth,Integrated Radio Sensing Capabilities for 6G Networks: AI/ML Perspective,DeepMTL: Deep Learning Based Multiple Transmitter Localization,Karlsruhe Institute of Technology,49.1018534,8.4331202,Landkreis Karlsruhe,,Baden-Württemberg,Germany
199,Charlotte Muth,Integrated Radio Sensing Capabilities for 6G Networks: AI/ML Perspective,DeepMTL: Deep Learning Based Multiple Transmitter Localization,Research Associate,,,,,,
200,Charlotte Muth,Integrated Radio Sensing Capabilities for 6G Networks: AI/ML Perspective,DeepMTL: Deep Learning Based Multiple Transmitter Localization,"Research Associate, Karlsruhe Institute of Technology",,,,,,
201,Chen Qian,Concurrent entanglement routing for quantum networks: Model and designs,Efficient Quantum Network Communication Using Optimized Entanglement Swapping Trees,"Professor, University of California Santa Cruz",,,,,,
202,Chen Qian,Concurrent entanglement routing for quantum networks: Model and designs,Efficient Quantum Network Communication Using Optimized Entanglement Swapping Trees,University of California Santa Cruz,36.9550719,-122.050364,Santa Cruz County,Santa Cruz,California,United States
203,Chengjie Mou,Fineehr: Refine clinical note representations to improve mortality prediction,DeepMTL Pro: Deep Learning Based Multiple Transmitter Localization and Power Estimation,Trine University,41.6311141,-85.0105982,Steuben County,,Indiana,United States
204,Chenshu Wu,QuERLoc: Towards Next-Generation Localization with Quantum-Enhanced Ranging,Quantum Sensor Network Algorithms for Transmitter Localization,"Assistant Professor, The University of Hong Kong | Origin AI",,,,,,
205,Chenxi Qiu, Learning Robust Transmitter Localization in Radio Map with Transformer,DeepMTL: Deep Learning Based Multiple Transmitter Localization,"Assistant Professor of Computer Science and Engineering, University of North Texas",,,,,,
206,Chenxi Qiu, Learning Robust Transmitter Localization in Radio Map with Transformer,DeepMTL: Deep Learning Based Multiple Transmitter Localization,Engineering,,,,,,
207,Chenxi Qiu, Learning Robust Transmitter Localization in Radio Map with Transformer,DeepMTL: Deep Learning Based Multiple Transmitter Localization,University of North Texas,33.2098926,-97.1514762,Denton County,Denton,Texas,United States
208,Chibuikem Ezemaduka,Privacy-aware deep learning based localization of spectrum violators,DeepMTL Pro: Deep Learning Based Multiple Transmitter Localization and Power Estimation,"PhD Student, Rensselaer Polytechnic Institute",,,,,,
209,Chibuikem Ezemaduka,Privacy-aware deep learning based localization of spectrum violators,DeepMTL Pro: Deep Learning Based Multiple Transmitter Localization and Power Estimation,Rensselaer Polytechnic Institute,42.7298969,-73.6796678,Rensselaer County,City of Troy,New York,United States
210,Chibuikem Ezemaduka,Privacy-aware deep learning based localization of spectrum violators,DeepMTL: Deep Learning Based Multiple Transmitter Localization,"PhD Student, Rensselaer Polytechnic Institute",,,,,,
211,Chibuikem Ezemaduka,Privacy-aware deep learning based localization of spectrum violators,DeepMTL: Deep Learning Based Multiple Transmitter Localization,Rensselaer Polytechnic Institute,42.7298969,-73.6796678,Rensselaer County,City of Troy,New York,United States
212,Chibuikem Ezemaduka,Privacy-aware deep learning based localization of spectrum violators,Efficient Localization of Multiple Intruders in Shared Spectrum System,"PhD Student, Rensselaer Polytechnic Institute",,,,,,
213,Chibuikem Ezemaduka,Privacy-aware deep learning based localization of spectrum violators,Efficient Localization of Multiple Intruders in Shared Spectrum System,Rensselaer Polytechnic Institute,42.7298969,-73.6796678,Rensselaer County,City of Troy,New York,United States
214,Chibuikem Ezemaduka,Spec-GNN: Spectrum Enforcement Through Graph Neural Networks in Dynamic Spectrum Access Systems,DeepMTL Pro: Deep Learning Based Multiple Transmitter Localization and Power Estimation,"PhD Student, Rensselaer Polytechnic Institute",,,,,,
215,Chibuikem Ezemaduka,Spec-GNN: Spectrum Enforcement Through Graph Neural Networks in Dynamic Spectrum Access Systems,DeepMTL Pro: Deep Learning Based Multiple Transmitter Localization and Power Estimation,Rensselaer Polytechnic Institute,42.7298969,-73.6796678,Rensselaer County,City of Troy,New York,United States
216,Chibuikem Ezemaduka,Spec-GNN: Spectrum Enforcement Through Graph Neural Networks in Dynamic Spectrum Access Systems,Efficient Localization of Multiple Intruders in Shared Spectrum System,"PhD Student, Rensselaer Polytechnic Institute",,,,,,
217,Chibuikem Ezemaduka,Spec-GNN: Spectrum Enforcement Through Graph Neural Networks in Dynamic Spectrum Access Systems,Efficient Localization of Multiple Intruders in Shared Spectrum System,Rensselaer Polytechnic Institute,42.7298969,-73.6796678,Rensselaer County,City of Troy,New York,United States
218,Christoph Hirche,Distributed Quantum Hypothesis Testing Against Product States Under Zero-Rate Communication Constraints,Quantum Sensor Network Algorithms for Transmitter Localization,Leibniz Universität Hannover,52.3827497,9.7181212,Region Hannover,Hanover,Lower Saxony,Germany
219,Christoph Hirche,Distributed quantum hypothesis testing under zero-rate communication constraints,Quantum Sensor Network Algorithms for Transmitter Localization,Leibniz Universität Hannover,52.3827497,9.7181212,Region Hannover,Hanover,Lower Saxony,Germany
220,Claudio Pellitteri,Quantum Data Centers: Why Entanglement Changes Everything,Simulation of entanglement-enabled connectivity in qlans using sequence,"PostDoc Researcher, Università degli Studi di Napoli Federico II",,,,,,
221,Claudio Pellitteri,Quantum Data Centers: Why Entanglement Changes Everything,Simulation of quantum transduction strategies for quantum networks,"PostDoc Researcher, Università degli Studi di Napoli Federico II",,,,,,
222,Daniel Jacob Dilley,InterQnet: A Heterogeneous Full-Stack Approach to Co-designing Scalable Quantum Networks,Design and simulation of the adaptive continuous entanglement generation protocol,Argonne National Laboratory,41.709141,-87.9786195,DuPage County,,Illinois,United States
223,Daniel Jacob Dilley,InterQnet: A Heterogeneous Full-Stack Approach to Co-designing Scalable Quantum Networks,Simulation of quantum transduction strategies for quantum networks,Argonne National Laboratory,41.709141,-87.9786195,DuPage County,,Illinois,United States
224,David Leibrandt,Quantum entanglement enables single-shot trajectory sensing for weakly interacting particles,Discrete Outcome Quantum Sensor Networks,Los Angeles,34.0536909,-118.242766,Los Angeles County,Los Angeles,California,United States
225,David Leibrandt,Quantum entanglement enables single-shot trajectory sensing for weakly interacting particles,Discrete Outcome Quantum Sensor Networks,University of California,33.9820425,-117.332218,Riverside County,Riverside,California,United States
226,David Leibrandt,Quantum entanglement enables single-shot trajectory sensing for weakly interacting particles,Discrete Outcome Quantum Sensor Networks,"University of California, Los Angeles",34.0198321,-118.2780639,Los Angeles County,Los Angeles,California,United States
227,David Leibrandt,Quantum entanglement enables single-shot trajectory sensing for weakly interacting particles,Optimizing Initial State of Detector Sensors in Quantum Sensor Networks,Los Angeles,34.0536909,-118.242766,Los Angeles County,Los Angeles,California,United States
228,David Leibrandt,Quantum entanglement enables single-shot trajectory sensing for weakly interacting particles,Optimizing Initial State of Detector Sensors in Quantum Sensor Networks,University of California,33.9820425,-117.332218,Riverside County,Riverside,California,United States
229,David Leibrandt,Quantum entanglement enables single-shot trajectory sensing for weakly interacting particles,Optimizing Initial State of Detector Sensors in Quantum Sensor Networks,"University of California, Los Angeles",34.0198321,-118.2780639,Los Angeles County,Los Angeles,California,United States
230,Dejun (DJ) Yang,Cost-Aware High-Fidelity Entanglement Distribution and Purification in the Quantum Internet,Efficient Quantum Network Communication Using Optimized Entanglement Swapping Trees,"Associate Professor, Computer Science Department, Colorado School of Mines",,,,,,
231,Dejun (DJ) Yang,Cost-Aware High-Fidelity Entanglement Distribution and Purification in the Quantum Internet,Efficient Quantum Network Communication Using Optimized Entanglement Swapping Trees,Colorado School of Mines,,,,,,
232,Dejun (DJ) Yang,Cost-Aware High-Fidelity Entanglement Distribution and Purification in the Quantum Internet,Efficient Quantum Network Communication Using Optimized Entanglement Swapping Trees,Computer Science Department,,,,,,
233,Dianqi Han,SpecKriging: GNN-based secure cooperative spectrum sensing,Selection of Sensors for Efficient Transmitter Localization,Arlington,32.7355816,-97.1071186,Tarrant County,Arlington,Texas,United States
234,Dianqi Han,SpecKriging: GNN-based secure cooperative spectrum sensing,Selection of Sensors for Efficient Transmitter Localization,University of Texas at Arlington,32.7315155,-97.1171533,Tarrant County,Arlington,Texas,United States
235,Dinh C. Nguyen,Quantum federated learning: A comprehensive survey,Efficient Quantum Network Communication Using Optimized Entanglement Swapping Trees,"Assistant Professor, University of Alabama in Huntsville, USA",,,,,,
236,Dinh C. Nguyen,Quantum federated learning: A comprehensive survey,Efficient Quantum Network Communication Using Optimized Entanglement Swapping Trees,University of Alabama in Huntsville,34.7257273,-86.640922,Madison County,Huntsville,Alabama,United States
237,Dr. K R Sudhindra,An LSTM-Enhanced Deep Q-Learning Framework for Decentralized Cooperative Spectrum Sensing in Dynamic Cognitive Radio Networks.,DeepAlloc: Deep Learning Approach to Spectrum Allocation in Shared Spectrum Systems,BMS College of Engineering Bangalore,,,,,,
238,Ely Marcus Eastman,InterQnet: A Heterogeneous Full-Stack Approach to Co-designing Scalable Quantum Networks,Design and simulation of the adaptive continuous entanglement generation protocol,Northwestern University,42.0557157,-87.6752945,Cook County,Evanston,Illinois,United States
239,Ely Marcus Eastman,InterQnet: A Heterogeneous Full-Stack Approach to Co-designing Scalable Quantum Networks,Simulation of quantum transduction strategies for quantum networks,Northwestern University,42.0557157,-87.6752945,Cook County,Evanston,Illinois,United States
240,Entong He,QuERLoc: Towards Next-Generation Localization with Quantum-Enhanced Ranging,Quantum Sensor Network Algorithms for Transmitter Localization,The University of Hong Kong,22.2826975,114.138455,Central and Western District,Hong Kong,,China
241,Eric Chitambar,Entanglement Purification in Quantum Networks: Guaranteed Improvement and Optimal Time,Design and simulation of the adaptive continuous entanglement generation protocol,Urbana-Champaign,40.1117174,-88.207301,Champaign County,Urbana,Illinois,United States
242,Eric Chitambar,No-go theorems for universal entanglement purification,Design and simulation of the adaptive continuous entanglement generation protocol,Urbana-Champaign,40.1117174,-88.207301,Champaign County,Urbana,Illinois,United States
243,Fabrice VAUSSENAT,A Residual Neural Network Approach to Transmitter Localization,DeepMTL Pro: Deep Learning Based Multiple Transmitter Localization and Power Estimation,ETS,22.295561,114.1750721,Yau Tsim Mong District,Hong Kong,,China
244,Fabrice VAUSSENAT,A Residual Neural Network Approach to Transmitter Localization,DeepMTL Pro: Deep Learning Based Multiple Transmitter Localization and Power Estimation,Montréal,45.5031824,-73.5698065,Urban agglomeration of Montreal,Montreal,Quebec,Canada
245,Fei Wen,Enhanced pedestrian navigation on smartphones with VLP-assisted PDR integration,DeepMTL: Deep Learning Based Multiple Transmitter Localization,Texas A&M University,30.6108618,-96.3520606,Brazos County,College Station,Texas,United States
246,Feng Yan, FedCust: Offloading hyperparameter customization for federated learning,DeepMTL: Deep Learning Based Multiple Transmitter Localization,University of Houston,29.7207902,-95.3440627,Harris County,Houston,Texas,United States
247,Francesco Mazza,Flexible Qubit Allocation of Network Resource States,Simulation of entanglement-enabled connectivity in qlans using sequence,"Former PhD student, Scuola Normale Superiore di Pisa",,,,,,
248,Francesco Mazza,Flexible Qubit Allocation of Network Resource States,Simulation of entanglement-enabled connectivity in qlans using sequence,Scuola Normale Superiore di Pisa,43.7196862,10.400398,Pisa,Pisa,Tuscany,Italy
249,Francesco Mazza,Intra-qlan connectivity via graph states: Beyond the physical topology,Simulation of entanglement-enabled connectivity in qlans using sequence,"Former PhD student, Scuola Normale Superiore di Pisa",,,,,,
250,Francesco Mazza,Intra-qlan connectivity via graph states: Beyond the physical topology,Simulation of entanglement-enabled connectivity in qlans using sequence,Scuola Normale Superiore di Pisa,43.7196862,10.400398,Pisa,Pisa,Tuscany,Italy
251,Francesco Mazza,QPing: a Quantum Ping Primitive for Quantum Networks,Optimized distribution of entanglement graph states in quantum networks,"Former PhD student, Scuola Normale Superiore di Pisa",,,,,,
252,Francesco Mazza,QPing: a Quantum Ping Primitive for Quantum Networks,Optimized distribution of entanglement graph states in quantum networks,Scuola Normale Superiore di Pisa,43.7196862,10.400398,Pisa,Pisa,Tuscany,Italy
253,Francesco Mazza,Simulation of entanglement-enabled connectivity in qlans using sequence,Discrete Outcome Quantum Sensor Networks,"Former PhD student, Scuola Normale Superiore di Pisa",,,,,,
254,Francesco Mazza,Simulation of entanglement-enabled connectivity in qlans using sequence,Discrete Outcome Quantum Sensor Networks,Scuola Normale Superiore di Pisa,43.7196862,10.400398,Pisa,Pisa,Tuscany,Italy
255,Francesco Mazza,Simulation of entanglement-enabled connectivity in qlans using sequence,Efficient Quantum Network Communication Using Optimized Entanglement Swapping Trees,"Former PhD student, Scuola Normale Superiore di Pisa",,,,,,
256,Francesco Mazza,Simulation of entanglement-enabled connectivity in qlans using sequence,Efficient Quantum Network Communication Using Optimized Entanglement Swapping Trees,Scuola Normale Superiore di Pisa,43.7196862,10.400398,Pisa,Pisa,Tuscany,Italy
257,Francisco A. Monteiro,Shortest path finding in quantum networks with quasi-linear complexity,Efficient Quantum Network Communication Using Optimized Entanglement Swapping Trees,Associate Professor | Instituto de Telecomunicações and Iscte - University Institute of Lisbon,,,,,,
258,Francisco A. Monteiro,[CITATION][C] Entanglement routing based on fidelity curves for quantum photonics channels,Efficient Quantum Network Communication Using Optimized Entanglement Swapping Trees,Associate Professor | Instituto de Telecomunicações and Iscte - University Institute of Lisbon,,,,,,
259,Frost Mitchell,Bridging Data Gaps: Enhancing Wireless Localization with Physics-Informed Data Augmentation,DeepMTL Pro: Deep Learning Based Multiple Transmitter Localization and Power Estimation,University of Utah,40.7628137,-111.8368719,Salt Lake County,Salt Lake City,Utah,United States
260,Frost Mitchell,Deep learning-based localization in limited data regimes,DeepMTL Pro: Deep Learning Based Multiple Transmitter Localization and Power Estimation,University of Utah,40.7628137,-111.8368719,Salt Lake County,Salt Lake City,Utah,United States
261,Frost Mitchell,Deep learning-based localization in limited data regimes,Efficient Localization of Multiple Intruders in Shared Spectrum System,University of Utah,40.7628137,-111.8368719,Salt Lake County,Salt Lake City,Utah,United States
262,Frost Mitchell,Exploring adversarial attacks on learning-based localization,DeepMTL Pro: Deep Learning Based Multiple Transmitter Localization and Power Estimation,University of Utah,40.7628137,-111.8368719,Salt Lake County,Salt Lake City,Utah,United States
263,Frost Mitchell,Learning-based techniques for transmitter localization: A case study on model robustness,DeepMTL Pro: Deep Learning Based Multiple Transmitter Localization and Power Estimation,University of Utah,40.7628137,-111.8368719,Salt Lake County,Salt Lake City,Utah,United States
264,Frost Mitchell,Localizing Spectrum Offenders Using Crowdsourcing,DeepMTL Pro: Deep Learning Based Multiple Transmitter Localization and Power Estimation,University of Utah,40.7628137,-111.8368719,Salt Lake County,Salt Lake City,Utah,United States
265,Frost Mitchell,Localizing Spectrum Offenders Using Crowdsourcing,DeepMTL: Deep Learning Based Multiple Transmitter Localization,University of Utah,40.7628137,-111.8368719,Salt Lake County,Salt Lake City,Utah,United States
266,Frost Mitchell,Reliable Wireless Localization Through Learning and Augmentation,DeepMTL Pro: Deep Learning Based Multiple Transmitter Localization and Power Estimation,University of Utah,40.7628137,-111.8368719,Salt Lake County,Salt Lake City,Utah,United States
267,Frost Mitchell,Reliable Wireless Localization Through Learning and Augmentation,DeepMTL: Deep Learning Based Multiple Transmitter Localization,University of Utah,40.7628137,-111.8368719,Salt Lake County,Salt Lake City,Utah,United States
268,Frost Mitchell,Utilizing Confidence in Localization Predictions for Improved Spectrum Management,DeepMTL Pro: Deep Learning Based Multiple Transmitter Localization and Power Estimation,University of Utah,40.7628137,-111.8368719,Salt Lake County,Salt Lake City,Utah,United States
269,Fusheng Wang, Badclm: Backdoor attack in clinical language models for electronic health records,DeepMTL Pro: Deep Learning Based Multiple Transmitter Localization and Power Estimation,Stony Brook University,40.9090809,-73.1205518,Suffolk County,,New York,United States
270,Guimin Dong,Incremental Semi-supervised Federated Learning for Health Inference via Mobile Sensing,DeepMTL: Deep Learning Based Multiple Transmitter Localization,University of Virginia,38.0410576,-78.5055084,,Charlottesville,Virginia,United States
271,Haibin Ling,Task-agnostic detector for insertion-based backdoor attacks,DeepMTL Pro: Deep Learning Based Multiple Transmitter Localization and Power Estimation,"Chair Professor, Westlake University",,,,,,
272,Haibin Ling,Task-agnostic detector for insertion-based backdoor attacks,DeepMTL Pro: Deep Learning Based Multiple Transmitter Localization and Power Estimation,Westlake University,30.3359809,120.0319713,,Xihu District,Zhejiang,China
273,Han Guo, Probabilistic load forecasting for integrated energy systems using attentive quantile regression temporal convolutional network,DeepMTL Pro: Deep Learning Based Multiple Transmitter Localization and Power Estimation,SOUTHERN METHODIST UNIVERSITY,32.8418011,-96.7815281,Dallas County,,Texas,United States
274,Han Guo, Probabilistic load forecasting for integrated energy systems using attentive quantile regression temporal convolutional network,DeepMTL: Deep Learning Based Multiple Transmitter Localization,SOUTHERN METHODIST UNIVERSITY,32.8418011,-96.7815281,Dallas County,,Texas,United States
275,Hang Ren,Combining Parameterized Pulses and Contextual Subspace for More Practical VQE,Quantum Sensor Network Algorithms for Transmitter Localization,UC Berkeley,37.8754996,-122.2390685,Alameda County,Berkeley,California,United States
276,Hang Ren,Unleashing the potential of llms for quantum computing: A study in quantum architecture design,Discrete Outcome Quantum Sensor Networks,UC Berkeley,37.8754996,-122.2390685,Alameda County,Berkeley,California,United States
277,Hang Ren,Unleashing the potential of llms for quantum computing: A study in quantum architecture design,Quantum Sensor Network Algorithms for Transmitter Localization,UC Berkeley,37.8754996,-122.2390685,Alameda County,Berkeley,California,United States
278,Hang Zhao,Model Touch Pointing and Detect Parkinson's Disease via a Mobile Game,Efficient Localization of Multiple Intruders in Shared Spectrum System,Meta,37.4851,-122.1483,Menlo Park,San Mateo,California,USA
279,Hang Zhao,Model Touch Pointing and Detect Parkinson's Disease via a Mobile Game,Efficient Localization of Multiple Intruders in Shared Spectrum System,"Research Scientist, Meta",37.4851,-122.1483,Menlo Park,San Mateo,California,USA
280,Hang Zhao,Modeling Mouse-based Pointing and Steering Tasks for People with Parkinson's Disease,Efficient Localization of Multiple Intruders in Shared Spectrum System,Meta,37.4851,-122.1483,Menlo Park,San Mateo,California,USA
281,Hang Zhao,Modeling Mouse-based Pointing and Steering Tasks for People with Parkinson's Disease,Efficient Localization of Multiple Intruders in Shared Spectrum System,"Research Scientist, Meta",37.4851,-122.1483,Menlo Park,San Mateo,California,USA
282,Hanrui Wang,QuCS: a lecture series on quantum computer software and system,Discrete Outcome Quantum Sensor Networks,MIT,42.3582529,-71.0966272,Middlesex County,Cambridge,Massachusetts,United States
283,Hanrui Wang,QuCS: a lecture series on quantum computer software and system,Quantum Sensor Network Algorithms for Transmitter Localization,MIT,42.3582529,-71.0966272,Middlesex County,Cambridge,Massachusetts,United States
284,Hao Zhang,Universal Quantum Interconnects via Phase-Coherent Four-Wave Mixing,Simulation of quantum transduction strategies for quantum networks,"PhD Candidate, UCLA & Stanford University",,,,,,
285,Haotian Hu,SwitchQNet: Optimizing Distributed Quantum Computing for Quantum Data Centers with Switch Networks,Simulation of entanglement-enabled connectivity in qlans using sequence,Georgia Institute of Technology,33.7760948,-84.3988077,Fulton County,Atlanta,Georgia,United States
286,Hasan Nazım Biçer,Data-Driven Multi-Emitter Localization Using Spatially Distributed Power Measurements,DeepMTL: Deep Learning Based Multiple Transmitter Localization,University of Notre Dame,41.7045678,-86.2382203,Saint Joseph County,,Indiana,United States
287,Hezi Zhang,SwitchQNet: Optimizing Distributed Quantum Computing for Quantum Data Centers with Switch Networks,Simulation of entanglement-enabled connectivity in qlans using sequence,San Diego,32.7174202,-117.162772,San Diego County,San Diego,California,United States
288,Hezi Zhang,SwitchQNet: Optimizing Distributed Quantum Computing for Quantum Data Centers with Switch Networks,Simulation of entanglement-enabled connectivity in qlans using sequence,University of California,33.9820425,-117.332218,Riverside County,Riverside,California,United States
289,Hezi Zhang,SwitchQNet: Optimizing Distributed Quantum Computing for Quantum Data Centers with Switch Networks,Simulation of entanglement-enabled connectivity in qlans using sequence,"University of California, San Diego",32.7545686,-117.1478549,San Diego County,San Diego,California,United States
290,Hideaki Kawaguchi,Identification of Phase Plate Properties Using Photonic Quantum Sensor Networks,Discrete Outcome Quantum Sensor Networks,慶應義塾大学大学院理工学研究科,34.9964079,135.7618888,,Kyoto,,Japan
291,Hideaki Kawaguchi,Identification of Phase Plate Properties Using Photonic Quantum Sensor Networks,Optimizing Initial State of Detector Sensors in Quantum Sensor Networks,慶應義塾大学大学院理工学研究科,34.9964079,135.7618888,,Kyoto,,Japan
292,Himanshu Gupta, Efficient localization of multiple intruders in shared spectrum system,Selection of Sensors for Efficient Transmitter Localization,"Professor, Stony Brook University",,,,,,
293,Himanshu Gupta, Efficient localization of multiple intruders in shared spectrum system,Selection of Sensors for Efficient Transmitter Localization,Stony Brook University,40.9090809,-73.1205518,Suffolk County,,New York,United States
294,Himanshu Gupta, Near-Optimal Techniques for Distributed Entanglement Generation and Purification,Design and simulation of the adaptive continuous entanglement generation protocol,"Professor, Stony Brook University",,,,,,
295,Himanshu Gupta, Near-Optimal Techniques for Distributed Entanglement Generation and Purification,Design and simulation of the adaptive continuous entanglement generation protocol,Stony Brook University,40.9090809,-73.1205518,Suffolk County,,New York,United States
296,Himanshu Gupta, Near-Optimal Techniques for Distributed Entanglement Generation and Purification,Discrete Outcome Quantum Sensor Networks,"Professor, Stony Brook University",,,,,,
297,Himanshu Gupta, Near-Optimal Techniques for Distributed Entanglement Generation and Purification,Discrete Outcome Quantum Sensor Networks,Stony Brook University,40.9090809,-73.1205518,Suffolk County,,New York,United States
298,Himanshu Gupta, Near-Optimal Techniques for Distributed Entanglement Generation and Purification,Efficient Quantum Network Communication Using Optimized Entanglement Swapping Trees,"Professor, Stony Brook University",,,,,,
299,Himanshu Gupta, Near-Optimal Techniques for Distributed Entanglement Generation and Purification,Efficient Quantum Network Communication Using Optimized Entanglement Swapping Trees,Stony Brook University,40.9090809,-73.1205518,Suffolk County,,New York,United States
300,Himanshu Gupta, Near-Optimal Techniques for Distributed Entanglement Generation and Purification,Optimized distribution of entanglement graph states in quantum networks,"Professor, Stony Brook University",,,,,,
301,Himanshu Gupta, Near-Optimal Techniques for Distributed Entanglement Generation and Purification,Optimized distribution of entanglement graph states in quantum networks,Stony Brook University,40.9090809,-73.1205518,Suffolk County,,New York,United States
302,Himanshu Gupta, Near-Optimal Techniques for Distributed Entanglement Generation and Purification,Optimizing Initial State of Detector Sensors in Quantum Sensor Networks,"Professor, Stony Brook University",,,,,,
303,Himanshu Gupta, Near-Optimal Techniques for Distributed Entanglement Generation and Purification,Optimizing Initial State of Detector Sensors in Quantum Sensor Networks,Stony Brook University,40.9090809,-73.1205518,Suffolk County,,New York,United States
304,Himanshu Gupta, Near-Optimal Techniques for Distributed Entanglement Generation and Purification,Simulation of entanglement-enabled connectivity in qlans using sequence,"Professor, Stony Brook University",,,,,,
305,Himanshu Gupta, Near-Optimal Techniques for Distributed Entanglement Generation and Purification,Simulation of entanglement-enabled connectivity in qlans using sequence,Stony Brook University,40.9090809,-73.1205518,Suffolk County,,New York,United States
306,Himanshu Gupta,A Comprehensive Protocol Stack for Quantum Networks with a Global Entanglement Module,Efficient Quantum Network Communication Using Optimized Entanglement Swapping Trees,"Professor, Stony Brook University",,,,,,
307,Himanshu Gupta,A Comprehensive Protocol Stack for Quantum Networks with a Global Entanglement Module,Efficient Quantum Network Communication Using Optimized Entanglement Swapping Trees,Stony Brook University,40.9090809,-73.1205518,Suffolk County,,New York,United States
308,Himanshu Gupta,A Comprehensive Protocol Stack for Quantum Networks with a Global Entanglement Module,Optimized distribution of entanglement graph states in quantum networks,"Professor, Stony Brook University",,,,,,
309,Himanshu Gupta,A Comprehensive Protocol Stack for Quantum Networks with a Global Entanglement Module,Optimized distribution of entanglement graph states in quantum networks,Stony Brook University,40.9090809,-73.1205518,Suffolk County,,New York,United States
310,Himanshu Gupta,DQC-QR: Distributing and routing quantum circuits with minimum execution time,Efficient Quantum Network Communication Using Optimized Entanglement Swapping Trees,"Professor, Stony Brook University",,,,,,
311,Himanshu Gupta,DQC-QR: Distributing and routing quantum circuits with minimum execution time,Efficient Quantum Network Communication Using Optimized Entanglement Swapping Trees,Stony Brook University,40.9090809,-73.1205518,Suffolk County,,New York,United States
312,Himanshu Gupta,DeepAlloc: Deep Learning Approach to Spectrum Allocation in Shared Spectrum Systems,DeepMTL: Deep Learning Based Multiple Transmitter Localization,"Professor, Stony Brook University",,,,,,
313,Himanshu Gupta,DeepAlloc: Deep Learning Approach to Spectrum Allocation in Shared Spectrum Systems,DeepMTL: Deep Learning Based Multiple Transmitter Localization,Stony Brook University,40.9090809,-73.1205518,Suffolk County,,New York,United States
314,Himanshu Gupta,DeepAlloc: Deep Learning Approach to Spectrum Allocation in Shared Spectrum Systems,Efficient Localization of Multiple Intruders in Shared Spectrum System,"Professor, Stony Brook University",,,,,,
315,Himanshu Gupta,DeepAlloc: Deep Learning Approach to Spectrum Allocation in Shared Spectrum Systems,Efficient Localization of Multiple Intruders in Shared Spectrum System,Stony Brook University,40.9090809,-73.1205518,Suffolk County,,New York,United States
316,Himanshu Gupta,Deepmtl pro: Deep learning based multiple transmitter localization and power estimation,DeepMTL: Deep Learning Based Multiple Transmitter Localization,"Professor, Stony Brook University",,,,,,
317,Himanshu Gupta,Deepmtl pro: Deep learning based multiple transmitter localization and power estimation,DeepMTL: Deep Learning Based Multiple Transmitter Localization,Stony Brook University,40.9090809,-73.1205518,Suffolk County,,New York,United States
318,Himanshu Gupta,Deepmtl pro: Deep learning based multiple transmitter localization and power estimation,Efficient Localization of Multiple Intruders in Shared Spectrum System,"Professor, Stony Brook University",,,,,,
319,Himanshu Gupta,Deepmtl pro: Deep learning based multiple transmitter localization and power estimation,Efficient Localization of Multiple Intruders in Shared Spectrum System,Stony Brook University,40.9090809,-73.1205518,Suffolk County,,New York,United States
320,Himanshu Gupta,Deepmtl pro: Deep learning based multiple transmitter localization and power estimation,Selection of Sensors for Efficient Transmitter Localization,"Professor, Stony Brook University",,,,,,
321,Himanshu Gupta,Deepmtl pro: Deep learning based multiple transmitter localization and power estimation,Selection of Sensors for Efficient Transmitter Localization,Stony Brook University,40.9090809,-73.1205518,Suffolk County,,New York,United States
322,Himanshu Gupta,Distributed quantum computation with minimum circuit execution time over quantum networks,Efficient Quantum Network Communication Using Optimized Entanglement Swapping Trees,"Professor, Stony Brook University",,,,,,
323,Himanshu Gupta,Distributed quantum computation with minimum circuit execution time over quantum networks,Efficient Quantum Network Communication Using Optimized Entanglement Swapping Trees,Stony Brook University,40.9090809,-73.1205518,Suffolk County,,New York,United States
324,Himanshu Gupta,Distributing quantum circuits using teleportations,Discrete Outcome Quantum Sensor Networks,"Professor, Stony Brook University",,,,,,
325,Himanshu Gupta,Distributing quantum circuits using teleportations,Discrete Outcome Quantum Sensor Networks,Stony Brook University,40.9090809,-73.1205518,Suffolk County,,New York,United States
326,Himanshu Gupta,Distributing quantum circuits using teleportations,Efficient Quantum Network Communication Using Optimized Entanglement Swapping Trees,"Professor, Stony Brook University",,,,,,
327,Himanshu Gupta,Distributing quantum circuits using teleportations,Efficient Quantum Network Communication Using Optimized Entanglement Swapping Trees,Stony Brook University,40.9090809,-73.1205518,Suffolk County,,New York,United States
